Airline Name,Airline Country,Departure Airport Name,Departure Airport City,Departure Airport Country/Region,Arrival Airport Name,Arrival Airport City,Arrival Airport Country/Region,Plane Name
Star Aviation,United Kingdom,John F Kennedy International Airport,New York,United States,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Boeing 757-200;McDonnell Douglas MD-88;Boeing 737-800
Star Aviation,United Kingdom,General Edward Lawrence Logan International Airport,Boston,United States,John F Kennedy International Airport,New York,United States,Boeing 757-200;Canadair Regional Jet 700;McDonnell Douglas MD-88
Timberline Air,Canada,Lanzarote Airport,Arrecife,Spain,Manchester Airport,Manchester,United Kingdom,Boeing 757-200
Timberline Air,Canada,Manchester Airport,Manchester,United Kingdom,Lanzarote Airport,Arrecife,Spain,Boeing 757-200
Timberline Air,Canada,Malaga Airport,Malaga,Spain,Manchester Airport,Manchester,United Kingdom,Boeing 757-200;Boeing 737-300
Timberline Air,Canada,Manchester Airport,Manchester,United Kingdom,Malaga Airport,Malaga,Spain,Boeing 757-200;Boeing 737-300
Timberline Air,Canada,Lanzarote Airport,Arrecife,Spain,Newcastle Airport,Newcastle,United Kingdom,Boeing 757-200
Timberline Air,Canada,Leeds Bradford Airport,Leeds,United Kingdom,Paphos International Airport,Paphos,Cyprus,Boeing 757-200
Timberline Air,Canada,Newcastle Airport,Newcastle,United Kingdom,Lanzarote Airport,Arrecife,Spain,Boeing 757-200
Timberline Air,Canada,Paphos International Airport,Paphos,Cyprus,Leeds Bradford Airport,Leeds,United Kingdom,Boeing 757-200
Star Aviation,United Kingdom,John F Kennedy International Airport,New York,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Boeing 757-200;Boeing 757;Airbus A319;Boeing 737-800;McDonnell Douglas MD-88
XP Internation,Netherlands,General Edward Lawrence Logan International Airport,Boston,United States,San Francisco International Airport,San Francisco,United States,Boeing 757-200;Boeing 757-300;Boeing 737-900;Boeing 737-800;Boeing 737-700
Star Aviation,United Kingdom,John F Kennedy International Airport,New York,United States,Orlando International Airport,Orlando,United States,Boeing 757-200;McDonnell Douglas MD-88;Boeing 737-800
Timberline Air,Canada,Dalaman International Airport,Dalaman,Turkey,Manchester Airport,Manchester,United Kingdom,Boeing 757-200
Timberline Air,Canada,Manchester Airport,Manchester,United Kingdom,Dalaman International Airport,Dalaman,Turkey,Boeing 757-200
Star Aviation,United Kingdom,John F Kennedy International Airport,New York,United States,Portland International Airport,Portland,United States,Boeing 757-200
Timberline Air,Canada,Leeds Bradford Airport,Leeds,United Kingdom,Tenerife South Airport,Tenerife,Spain,Boeing 757-200
Timberline Air,Canada,Tenerife South Airport,Tenerife,Spain,Leeds Bradford Airport,Leeds,United Kingdom,Boeing 757-200
Tramson Limited,Sudan,Urumqi Diwopu International Airport,Urumqi,China,Shanghai Hongqiao International Airport,Shanghai,China,Boeing 757-200;Boeing 737-700;Airbus A320
Socofer,Angola,El Dorado International Airport,Bogota,Colombia,George Bush Intercontinental Houston Airport,Houston,United States,Boeing 757-200;Boeing 737-700
Socofer,Angola,George Bush Intercontinental Houston Airport,Houston,United States,El Dorado International Airport,Bogota,Colombia,Boeing 757-200;Boeing 737-700
Servicos De Alquiler,Mexico,Urumqi Diwopu International Airport,Urumqi,China,Shanghai Hongqiao International Airport,Shanghai,China,Boeing 757-200;Boeing 737-700
XP Internation,Netherlands,El Dorado International Airport,Bogota,Colombia,George Bush Intercontinental Houston Airport,Houston,United States,Boeing 757-200;Boeing 737-700
XP Internation,Netherlands,George Bush Intercontinental Houston Airport,Houston,United States,El Dorado International Airport,Bogota,Colombia,Boeing 757-200;Boeing 737-700
XP Internation,Netherlands,George Bush Intercontinental Houston Airport,Houston,United States,Chicago O'Hare International Airport,Chicago,United States,Boeing 757-200;Boeing 737-900;Boeing 737-700;Airbus A319;Boeing 737-800;Airbus A320;Boeing 757-300
XP Internation,Netherlands,Washington Dulles International Airport,Washington,United States,Portland International Airport,Portland,United States,Boeing 757-200;Boeing 737-900;Boeing 737-800;Boeing 737-700
XP Internation,Netherlands,Chicago O'Hare International Airport,Chicago,United States,Denver International Airport,Denver,United States,Boeing 757-200;Boeing 737-800;Airbus A320;Boeing 737-900;Boeing 737-700;Boeing 757-300;Airbus A319
XP Internation,Netherlands,Denver International Airport,Denver,United States,San Francisco International Airport,San Francisco,United States,Boeing 757-200;Boeing 737-800;Airbus A320;Boeing 737-900;Boeing 737-700;Airbus A319;Boeing 757-300
Timberline Air,Canada,Leeds Bradford Airport,Leeds,United Kingdom,Palma De Mallorca Airport,Palma de Mallorca,Spain,Boeing 757-200;Boeing 737-300
Timberline Air,Canada,Palma De Mallorca Airport,Palma de Mallorca,Spain,Leeds Bradford Airport,Leeds,United Kingdom,Boeing 757-200;Boeing 737-300
Zantop International Airlines,United States,Philadelphia International Airport,Philadelphia,United States,Charlotte Douglas International Airport,Charlotte,United States,Boeing 757-200;Airbus A321;Embraer 190;Boeing 737-400;Boeing 767-200;Airbus A330-200;Airbus A319;Airbus A320
Sunbird Airlines,United States,John F Kennedy International Airport,New York,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Boeing 757-200;Airbus A319;McDonnell Douglas MD-88;Boeing 737-800
Walsten Air Services,Canada,John F Kennedy International Airport,New York,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Boeing 757-200;Airbus A319;Boeing 737-800;Boeing 757;McDonnell Douglas MD-88
Wind Rose Aviation,Ukraine,John F Kennedy International Airport,New York,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Boeing 757-200;Airbus A319;Boeing 737-800;Boeing 757;McDonnell Douglas MD-88
XP Internation,Netherlands,Norman Y. Mineta San Jose International Airport,San Jose,United States,Denver International Airport,Denver,United States,Boeing 757-200;Airbus A319;Boeing 737-800;Boeing 737-700
Thai Flying Helicopter Service,Thailand,Narita International Airport,Tokyo,Japan,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Boeing 747;Boeing 777
Servicos De Alquiler,Mexico,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Shanghai Pudong International Airport,Shanghai,China,Boeing 747
Servicos De Alquiler,Mexico,Shanghai Pudong International Airport,Shanghai,China,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Boeing 747
Star Aviation,United Kingdom,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Los Angeles International Airport,Los Angeles,United States,Boeing 747
Star Aviation,United Kingdom,Los Angeles International Airport,Los Angeles,United States,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Boeing 747
Thai Flying Helicopter Service,Thailand,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Los Angeles International Airport,Los Angeles,United States,Boeing 747
Thai Flying Helicopter Service,Thailand,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Shanghai Pudong International Airport,Shanghai,China,Boeing 747
Thai Flying Helicopter Service,Thailand,Los Angeles International Airport,Los Angeles,United States,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Boeing 747
Thai Flying Helicopter Service,Thailand,Shanghai Pudong International Airport,Shanghai,China,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Boeing 747
Thai Flying Helicopter Service,Thailand,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Incheon International Airport,Seoul,South Korea,Airbus A330
Thai Flying Helicopter Service,Thailand,Incheon International Airport,Seoul,South Korea,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Airbus A330
S C Ion Tiriac,Romania,Chhatrapati Shivaji International Airport,Mumbai,India,Imam Khomeini International Airport,Tehran,Iran,Boeing 747SP
S C Ion Tiriac,Romania,Imam Khomeini International Airport,Tehran,Iran,Chhatrapati Shivaji International Airport,Mumbai,India,Boeing 747SP
S C Ion Tiriac,Romania,Imam Khomeini International Airport,Tehran,Iran,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,Boeing 747SP
S C Ion Tiriac,Romania,Imam Khomeini International Airport,Tehran,Iran,Beijing Capital International Airport,Beijing,China,Boeing 747SP
S C Ion Tiriac,Romania,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,Imam Khomeini International Airport,Tehran,Iran,Boeing 747SP
S C Ion Tiriac,Romania,Beijing Capital International Airport,Beijing,China,Imam Khomeini International Airport,Tehran,Iran,Boeing 747SP
Eagle Canyon Airlines,United States,Frankfurt am Main Airport,Frankfurt,Germany,Chicago O'Hare International Airport,Chicago,United States,Boeing 747-400
Eagle Canyon Airlines,United States,Chicago O'Hare International Airport,Chicago,United States,Frankfurt am Main Airport,Frankfurt,Germany,Boeing 747-400
Walter I Linkoping,Sweden,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,Airbus A300-600
Walter I Linkoping,Sweden,King Abdulaziz International Airport,Jeddah,Saudi Arabia,Mehrabad International Airport,Teheran,Iran,Airbus A300-600
Walter I Linkoping,Sweden,Mehrabad International Airport,Teheran,Iran,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,Airbus A300-600
Walter I Linkoping,Sweden,Soekarno-Hatta International Airport,Jakarta,Indonesia,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,Boeing 777-200;Boeing 777-300
Walter I Linkoping,Sweden,King Abdulaziz International Airport,Jeddah,Saudi Arabia,Soekarno-Hatta International Airport,Jakarta,Indonesia,Boeing 777-200;Boeing 777-300
Z-Avia,Armenia,Male International Airport,Male,Maldives,Vnukovo International Airport,Moscow,Russia,Boeing 767
Z-Avia,Armenia,Vnukovo International Airport,Moscow,Russia,Male International Airport,Male,Maldives,Boeing 767
Sundorph Aeronautical Corporation,United States,Liuting Airport,Qingdao,China,Taiwan Taoyuan International Airport,Taipei,Taiwan,Boeing 737-800
Sundorph Aeronautical Corporation,United States,Taiwan Taoyuan International Airport,Taipei,Taiwan,Shenzhen Bao'an International Airport,Shenzhen,China,Boeing 737-800
Sundorph Aeronautical Corporation,United States,Taiwan Taoyuan International Airport,Taipei,Taiwan,Liuting Airport,Qingdao,China,Boeing 737-800
Safe Air,Pakistan,Ninoy Aquino International Airport,Manila,Philippines,Taiwan Taoyuan International Airport,Taipei,Taiwan,Airbus A321;Airbus A330-200
Safe Air,Pakistan,Taiwan Taoyuan International Airport,Taipei,Taiwan,Ninoy Aquino International Airport,Manila,Philippines,Airbus A321;Airbus A330-200
Thai Flying Helicopter Service,Thailand,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Narita International Airport,Tokyo,Japan,Boeing 747;Boeing 777
Servicios Aereos de Chihuahua Aerochisa,Mexico,John F Kennedy International Airport,New York,United States,London Heathrow Airport,London,United Kingdom,Boeing 747-400;Boeing 777-300ER;Boeing 777
Servicios Aereos de Chihuahua Aerochisa,Mexico,London Heathrow Airport,London,United Kingdom,John F Kennedy International Airport,New York,United States,Boeing 747-400;Boeing 777-300ER;Boeing 777
Sunshine Air Tours,United States,John F Kennedy International Airport,New York,United States,London Heathrow Airport,London,United Kingdom,Boeing 747-400;Boeing 777-300ER;Boeing 777
Sunshine Air Tours,United States,London Heathrow Airport,London,United Kingdom,John F Kennedy International Airport,New York,United States,Boeing 747-400;Boeing 777-300ER;Boeing 777
Sunshine Air Tours,United States,Miami International Airport,Miami,United States,London Heathrow Airport,London,United Kingdom,Boeing 747-400;Boeing 777-300ER;Boeing 777
Sunshine Air Tours,United States,Los Angeles International Airport,Los Angeles,United States,London Heathrow Airport,London,United Kingdom,Boeing 747-400;Boeing 777-300ER;Airbus A380-800
Sunshine Air Tours,United States,London Heathrow Airport,London,United Kingdom,Los Angeles International Airport,Los Angeles,United States,Boeing 747-400;Boeing 777-300ER;Airbus A380-800
Top Sky International,Indonesia,Incheon International Airport,Seoul,South Korea,Los Angeles International Airport,Los Angeles,United States,Boeing 747-400;Boeing 777-200LR
XP Internation,Netherlands,Incheon International Airport,Seoul,South Korea,Los Angeles International Airport,Los Angeles,United States,Boeing 747-400;Boeing 777-200LR
Star Aviation,United Kingdom,Daniel K Inouye International Airport,Honolulu,United States,Narita International Airport,Tokyo,Japan,Boeing 747-400;Airbus A330-300
Star Aviation,United Kingdom,Narita International Airport,Tokyo,Japan,Daniel K Inouye International Airport,Honolulu,United States,Boeing 747-400;Airbus A330-300
TAG Aviation USA,United States,Incheon International Airport,Seoul,South Korea,New Chitose Airport,Sapporo,Japan,Boeing 747-400;Airbus A330-300;Boeing 777-200
Telford Aviation,United States,Incheon International Airport,Seoul,South Korea,New Chitose Airport,Sapporo,Japan,Boeing 747-400;Airbus A330-300;Boeing 777-200
Sheremetyevo-Cargo,Russia,Shanghai Pudong International Airport,Shanghai,China,Taiwan Taoyuan International Airport,Taipei,Taiwan,Boeing 747-400;Airbus A340;Boeing 777-300ER
Sheremetyevo-Cargo,Russia,Taiwan Taoyuan International Airport,Taipei,Taiwan,Shanghai Pudong International Airport,Shanghai,China,Boeing 747-400;Airbus A340;Boeing 777-300ER
Western Aviators,United States,Suvarnabhumi Airport,Bangkok,Thailand,Phuket International Airport,Phuket,Thailand,Boeing 747-400;Airbus A330-300;Airbus A300-600;Boeing 777-300;Boeing 747;Airbus A320;Airbus A330
Cathay Pacific,Hong Kong,Ninoy Aquino International Airport,Manila,Philippines,Hong Kong International Airport,Hong Kong,Hong Kong,Boeing 747-400;Airbus A330-300;Boeing 777-300ER;Airbus A340-300;Boeing 777-200
Star Aviation,United Kingdom,Bradley International Airport,Windsor Locks,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,McDonnell Douglas MD-88;Boeing 757;Airbus A320
Star Aviation,United Kingdom,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,John Glenn Columbus International Airport,Columbus,United States,McDonnell Douglas MD-88;Boeing 737-800;Airbus A319
Hellenic Star Airways,Greece,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,John Glenn Columbus International Airport,Columbus,United States,McDonnell Douglas MD-88;Boeing 737-800;Airbus A319
Sham Wing Airlines,Syrian Arab Republic,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,John Glenn Columbus International Airport,Columbus,United States,McDonnell Douglas MD-88;Boeing 737-800
